Country,Latitude,Longitude,SiteID,Elevation,SiteName,Distance matrix lakes_Distance,Distance matrix rivers_Distance
Great Britain,57.5984,-4.49349,S6372,208,Fodderty,0.44187075,0.907547578
Great Britain,51.853,-3.83836,S6373,120,Foel Fawr,2.925696581,0.520889253
Great Britain,50.706,-2.4277,S6374,5,Fordington Farm,3.284464626,0.941481777
Great Britain,57.3292,-1.9784,S6375,0,Forvie,2.166624364,1.524000946
Great Britain,51.7239,-2.3113,S6376,127,Frocester Court,4.295369931,0.329036255
Great Britain,52.2296,-3.23003,S6377,35,Fronddyrys,3.359599615,0.091785054
Great Britain,52.2442,-3.94824,S6378,158,Fulbrook,2.671044615,0.514041004
Great Britain,56.1739,-3.40627,S6379,0,Gairneybank,0.734715385,0.209101816
Great Britain,50.6669,-1.3745,S6380,0,Gallibury Down,3.337229281,1.307563231
Great Britain,54.0015,-0.753415,S6381,0,Garrowby,4.161153291,0.295097943
Great Britain,51.1634,-2.76663,S6382,107,Glastonbury,3.777695536,0.464646517
Great Britain,54.4631,-0.558894,S6383,0,GnipeHowe,4.05557853,0.740715259
Great Britain,52.8708,-4.06537,S6384,181,Goedog,2.412126866,0.79971254
Great Britain,51.7396,0.723238,S6385,6,Goldhanger,4.898559031,0.911037297
Great Britain,53.0194,-4.29465,S6386,367,Graenog,2.17062988,1.072924613
Great Britain,53.0488,-3.53223,S6387,44,Graig Fechan,2.930894059,0.62225673
Great Britain,55.9738,-2.89579,S6388,0,Grainfoot,1.27518578,0.351804385
Great Britain,56.6539,-3.75364,S6389,91,Grandtully,0.268745858,0.068043574
Great Britain,54.4952,-1.08279,S6390,0,Great Ayton Moor,3.600934887,0.426620999
Great Britain,51.5926,-4.18014,S6391,68,Great Carn,2.761556865,0.950517465
Great Britain,54.4556,-3.13383,S6392,564,Great Langdale,2.127971564,0.89975395
Great Britain,53.3291,-3.86216,S6393,0,Great Orme,2.605496088,1.004126932
Great Britain,51.4977,-3.09491,S6394,65,Great Wharf,3.749629749,0.441564257
Great Britain,55.6777,-3.25321,S6395,59,Green Knowe,1.185355119,0.021747509
Great Britain,54.9585,-3.95239,S6396,13,Greenlaw,1.235607231,0.672895638
Great Britain,52.2462,-0.72117,S6397,0,Grendon   ,5.034284295,0.087481868
Great Britain,50.7136,-2.43488,S6398,38,Greyhound Yard,3.292575273,0.932327681
Great Britain,53.9709,-0.755857,S6399,0,Grimthorpe,4.178330113,0.264404267
Great Britain,54.1191,-0.23879,S6400,0,Grindale Barrow,4.510170087,0.642612073
Great Britain,54.2335,-0.319847,S6401,0,Gristhorpe,4.380029158,0.67029412
Great Britain,51.9185,-1.86185,S6403,98,Guiting,4.500020066,0.677470383
Great Britain,51.8654,-3.14599,S6404,56,Gwernvale,3.555185265,0.197862878
Great Britain,50.23,-5.37959,S6405,0,Gwithian,3.101818189,2.597329972
Great Britain,52.3528,0.0690328,S6406,1,Haddenham,5.411415103,0.038054575
Great Britain,51.3526,0.448824,S6407,1,Halling,4.706755029,1.085075726
Great Britain,50.8789,-0.692144,S6408,0,Halnaker Hill,3.757384978,1.116304467
Great Britain,50.9573,-0.977591,S6409,0,Hampshire,3.728865686,0.990902381
Great Britain,54.5194,-2.64736,S6410,63,Hardendale Nab,2.43184817,0.419589081
Great Britain,53.8434,-1.88599,S6411,8,Harden Moor,3.449560108,0.542094297
Great Britain,55.6786,-3.25007,S6412,54,Harehope Cairn,1.186712817,0.021716775
Great Britain,53.2152,-1.56867,S6413,10,Harland,4.106483891,0.777656878
Great Britain,50.5374,-4.99638,S6414,423,Harlyn Bay,2.986629791,2.267213757
Great Britain,52.8195,0.61513,S6415,63,Harpley,4.865471982,0.236196638
Great Britain,54.4541,-3.10603,S6416,489,Harrison Stickle,2.147338654,0.871941308
Great Britain,52.1279,0.0717558,S6417,15,Harston-Manor Farm,5.207365167,0.223411805
Great Britain,51.1373,-0.564772,S6418,0,Hascombe,4.044764025,0.924474447
Great Britain,51.3497,-2.37481,S6419,113,Hay Bath,3.923852044,0.394929479
Great Britain,50.739,-3.43011,S6420,74,Hayes Farm,3.534213273,1.164147117
Great Britain,50.4215,-3.75279,S6421,0,Hazard Hill,3.37583643,1.615870578
Great Britain,51.4095,-0.685694,S6422,0,Heatherwood,4.253291449,0.627387695
Great Britain,50.4227,-4.73019,S6423,134,Helman Tor,3.222918654,2.179643132
Great Britain,52.867,-1.32105,S6424,4,Hemington Field,4.527180394,0.916291088
Great Britain,51.4042,-1.90223,S6425,46,Hemp Knoll,3.984147247,0.792454846
Great Britain,52.52,0.404159,S6426,0,Hemplands Farm,5.090603972,0.11211041
Great Britain,51.4255,-1.04342,S6427,32,Heron House,4.15587798,0.522768705
Great Britain,54.1759,-0.594945,S6428,0,Heslerton,4.183576219,0.493134371
Great Britain,51.7415,0.679891,S6429,3,Heybridge,4.940209885,0.883886432
Great Britain,54.2741,-3.3915,S6430,198,High Hyton,2.11506657,1.170176248
Great Britain,50.6653,-3.26937,S6431,47,High Peak,3.410992641,1.127004465
Great Britain,52.4883,0.498194,S6432,2,Hill Close,4.999430126,0.192157254
Great Britain,53.4402,-0.170761,S6433,0,Hoe Hill,4.967052311,0.61370702
Great Britain,53.0617,-1.63438,S6434,14,Hognaston,4.168797695,0.937519753
Great Britain,52.2573,-2.25788,S6435,141,Holt,4.297046317,0.438526306
Great Britain,51.1638,-2.83672,S6436,89,Honeygore,3.789461097,0.484364512
Great Britain,50.8268,-0.161076,S6437,0,Hove,3.941842883,1.339832439
Great Britain,55.4472,-1.62529,S6438,0,Howick Heugh,2.646591451,0.535587438
Great Britain,52.9291,0.495243,S6439,28,Hunstanton,4.984537858,0.195162666
Great Britain,52.3373,-0.590825,S6440,0,Huntingdon Race course,5.160340479,0.120896209
Great Britain,52.3301,-0.588129,S6441,0,Irthlingborough,5.15433055,0.11328175
Great Britain,58.7453,-2.91586,S6442,0,Isbister,1.657747416,2.186081896
Great Britain,50.8273,0.045245,S6443,67,Itford Hill,4.047155115,1.387956696
Great Britain,54.6434,-2.08059,S6444,0,Jackscar Cave,2.741346438,0.247653378
Great Britain,51.777,1.12,S6445,4,Jaywick,4.504741529,1.136587335
Great Britain,53.1297,-0.150953,S6446,0,Jeffs Farm,5.184088608,0.645985975
Great Britain,51.229,-1.58749,S6447,102,Kalis Corner,3.845845567,0.834811279
Great Britain,56.9281,-2.33191,S6448,0,Keabog,1.7162494,1.122129638
Great Britain,54.3569,-0.979692,S6449,0,Kemp Howe,3.765560025,0.399285245
Great Britain,55.782,-6.35953,S6450,133,Kentraw,1.058637643,0.705226824
Great Britain,51.4791,-0.300584,S6451,0,Kew,4.462845839,0.67279715
Great Britain,50.5293,-4.79717,S6452,82,Killibury,3.097031451,2.140721411
Great Britain,50.7453,0.229859,S6453,93,Kilncombe,4.079719558,1.525289043
Great Britain,50.7835,-2.22698,S6454,0,Kingston,3.353423974,0.94180171
Great Britain,51.9754,-1.56902,S6455,143,King Stone,4.587030927,0.383600414
Great Britain,54.0031,-0.498535,S6456,0,Kirkburn,4.362792377,0.378739115
Great Britain,55.3004,-2.03937,S6457,0,Kirkhill,2.356676684,0.404904001
Great Britain,50.7621,-1.93335,S6458,0,Knighton Heath,3.341502044,1.125575697
Great Britain,56.5931,-2.98694,S6459,0,Knockenny Farm,1.026983994,0.401458343
Great Britain,51.9768,-2.50962,S6460,197,Lambscott,4.12194564,0.10377875
Great Britain,52.5614,-3.03717,S6461,130,Lan Fawr,3.474273642,0.338681025
Great Britain,52.0567,-0.831615,S6462,0,Lanting,4.82109179,0.018453517
Great Britain,53.0979,-2.28677,S6463,126,Lawton,3.717565897,1.118030933
Great Britain,51.1538,-1.4323,S6464,98,Leckford Estate,3.79937952,0.843799615
Great Britain,58.7884,-2.94971,S6465,0,Liddle Far,1.645545132,2.213747169
Great Britain,53.1151,-1.77438,S6466,16,Liffs Low,4.033814165,0.992997226
Great Britain,53.3209,-2.27025,S6467,102,Lindow Moss,3.552368948,1.077716933
Great Britain,51.7737,1.10973,S6468,4,Lion Point,4.515511523,1.132246551
Great Britain,52.538,0.35796,S6469,1,Littleport,5.135330144,0.062931247
Great Britain,52.3565,0.257215,S6470,1,Little Thetford,5.251855938,0.137940777
Great Britain,51.7856,0.472214,S6471,39,Little Waltham,5.088550668,0.72591179
Great Britain,53.218,-4.10751,S6472,90,Llandegai,2.354920028,1.056318346
Great Britain,56.4141,-3.53347,S6473,0,Loanleven,0.510573299,0.080603094
Great Britain,55.1052,-3.56602,S6474,380,Locharbriggs,1.35710977,0.346640111
Great Britain,56.3882,-5.4186,S6475,484,Loch Nell,0.180176806,0.683333942
Great Britain,51.7507,0.706514,S6476,7,Loftsfarm,4.91216658,0.892097173
Great Britain,53.6097,-1.98941,S6477,8,Lominot,3.529798242,0.77463683
Great Britain,50.8742,-0.676633,S6478,0,Long Down,3.758892356,1.125370565
Great Britain,52.5521,-2.85404,S6479,137,Long Mynd,3.656404166,0.458968975
Great Britain,51.7325,-5.11684,S6480,99,Longstone Field,1.950964798,1.743944839
Great Britain,52.539,-0.267775,S6481,0,Longville,5.457607681,0.224663624
Great Britain,54.091,-0.284322,S6482,0,Low Claythorpe,4.487695554,0.589817633
Great Britain,53.3498,-1.8077,S6483,9,Mam Tor,3.841676857,0.861328502
Great Britain,54.154,-2.76895,S6484,372,Manor Farm,2.595818868,0.609676667
Great Britain,51.5394,-0.501686,S6485,0,Mansfield Farm,4.441602826,0.595938352
Great Britain,51.3367,1.37569,S6486,39,Manston,4.233080949,1.183375965
Great Britain,51.4963,0.276403,S6487,4,Mar Dyke,4.740072297,0.883591043
Great Britain,50.7073,-2.43766,S6488,23,Maumbury Rings,3.286503199,0.937753422
Great Britain,51.6975,0.767002,S6489,2,Maylandsea,4.866399921,0.971091831
Great Britain,51.1758,-2.79402,S6490,104,Meare,3.794228983,0.459442439
Great Britain,51.1469,-2.81497,S6491,105,Meare Heath,3.769132038,0.493193294
Great Britain,51.174,-2.80115,S6492,82,Meare Lake,3.793598261,0.463207074
Great Britain,52.8268,-3.4502,S6493,82,Melangell Church,3.028390104,0.388448795
Great Britain,52.6877,-2.75163,S6494,64,Meole Brace,3.73833985,0.613760334
Great Britain,52.4185,-1.98088,S6495,153,Merritts Brook,4.444693669,0.758648053
Great Britain,52.5436,0.434965,S6496,2,Methwold Severals,5.05812179,0.108507404
Great Britain,52.8652,-4.62234,S6497,395,Meyllteyrn,1.860824227,1.302966601
Great Britain,51.1249,-1.25257,S6498,74,Micheldever Wood,3.811141139,0.838531466
Great Britain,56.6495,-2.60348,S6499,0,Middle Brighty Farm,1.411813024,0.773831948
Great Britain,50.7072,-2.46316,S6500,22,Middle Farm,3.28844008,0.931981128
Great Britain,57.8873,-4.32786,S6501,0,Migdale,0.179124495,1.186226438
Great Britain,50.8566,-0.226685,S6502,0,Mile Oak,3.936255587,1.298559112
Great Britain,55.5951,-2.09681,S6503,0,Milfield South,2.158463028,0.13631303
Great Britain,55.5285,-1.86059,S6504,0,Millstone Hill,2.399379322,0.321436978
Great Britain,51.3185,-1.71298,S6505,98,Milton Hill Farm,3.917087298,0.830977844
Great Britain,52.051,-0.804045,S6506,0,Milton Keynes,4.823459426,0.029032779
Great Britain,51.75,-1.43354,S6507,138,Mingie Ditch,4.385061374,0.325338699
Great Britain,52.8583,-4.10877,S6508,311,Mochras,2.370521227,0.830386081
Great Britain,50.9559,0.734104,S6509,12,Mockbeggar Rye,4.463409923,1.199421098
Great Britain,51.8691,-3.46131,S6510,104,Modrydd,3.261662957,0.260604777
Great Britain,52.8647,-4.05468,S6511,134,Moel Gerddi Ardudwy,2.423453614,0.78741765
Great Britain,51.4608,-0.272471,S6512,0,Mortla,4.457589776,0.696747641
Great Britain,56.4206,-2.86412,S6513,0,Morton,1.161752544,0.462599645
Great Britain,54.4852,-2,S6514,399,Moss Mire,2.91084935,0.106174587
Great Britain,51.6665,-1.15548,S6515,80,Mount Farm,4.360178169,0.295808406
Great Britain,51.5035,0.413682,S6516,29,Mucking,4.816185022,0.935252823
Great Britain,55.7398,-2.05575,S6517,0,Murton High Crags,2.133538302,0.039359797
Great Britain,55.9793,-3.66048,S6518,49,Myerhaed,0.700880045,0.473042677
Great Britain,52.8373,-4.62214,S6519,444,Mynydd Rhiw lleyn,1.865478419,1.294007042
Great Britain,50.2693,-5.26166,S6520,0,Nancecuke,3.109261491,2.642293086
Great Britain,51.704,-3.57177,S6521,38,Nant,3.230743238,0.459025305
Great Britain,53.3373,-3.39686,S6522,51,Nant Hall,2.933310335,0.894227861
Great Britain,51.218,-1.84535,S6523,128,Netheravon,3.803149886,0.912113838
Great Britain,51.5661,-3.99438,S6524,9,Newton Cliffs,2.931113623,0.831357523
Great Britain,53.7136,-0.498252,S6525,0,North Ferriby,4.540461366,0.22858682
Great Britain,56.3261,-3.73696,S6526,39,North Mains,0.380428807,0.302241842
Great Britain,51.9337,-1.80363,S6527,120,Oak Cow Common,4.519756901,0.618523225
Great Britain,52.6759,-0.717531,S6528,0,Oakham,5.09739625,0.479067966
Great Britain,54.107,-0.404517,S6529,0,Octon Wold,4.379233976,0.518451031
Great Britain,51.2645,-1.70758,S6530,106,Old Coach Road,3.864158585,0.87013727
Great Britain,51.707,-0.322447,S6531,0,Old Parkbury,4.663822453,0.445765435
Great Britain,55.5672,-2.11259,S6532,0,Old Yeavering,2.15750553,0.151281534
Great Britain,58.0169,-4.41586,S6533,0,Ord North,0.022471535,1.320868275
Great Britain,52.5562,-0.284334,S6534,0,Orton Gravel Complex,5.467924793,0.247259208
Great Britain,51.309,0.195376,S6535,68,Otford,4.537382433,1.002771214
Great Britain,50.8183,-2.0371,S6536,0,Pamphill Lodge farm,3.39134816,1.016276951
Great Britain,51.9208,-4.74437,S6537,363,Parc Maen,2.111019395,1.33827971
Great Britain,52.2514,-1.57222,S6538,104,Park Farm,4.823994831,0.483600667
Great Britain,54.8809,-4.07493,S6539,69,Park of Tongland,1.247389555,0.81458501
Great Britain,51.8331,-2.11031,S6540,69,Peak Camp,4.403478579,0.499716318
Great Britain,50.4458,-4.03261,S6541,0,peatmonolith,3.535015321,1.777821731
Great Britain,51.8838,-3.43564,S6542,227,Pen Fan,3.279591501,0.23545911
Great Britain,51.6836,-3.40614,S6543,45,Penrhiwcradoc,3.388469556,0.392398166
Great Britain,50.3087,-4.7853,S6544,120,Pentewan Valley,3.290631958,2.302917537
Great Britain,51.9759,-3.23618,S6545,15,Pen Wyrlod,3.431909561,0.068820422
Great Britain,50.7595,-2.43248,S6546,0,Piddle Down,3.338170956,0.888554601
Great Britain,54.4557,-3.1215,S6547,516,Pike of Stickle,2.135960395,0.887425575
Great Britain,53.5649,-2.90602,S6548,435,Pilling,2.974516283,1.104208807
Great Britain,53.2609,-1.20087,S6549,34,Pinhole Cave,4.348830573,0.547711744
Great Britain,52.4318,-4.02125,S6551,222,Plas Gogerddan,2.543343685,0.628842216
Great Britain,52.4707,-3.72558,S6552,133,Plynlimon,2.818636229,0.337073928
Great Britain,50.0099,-5.14213,S6553,0,Poldowrian,3.394756652,2.760656352
Great Britain,51.5188,-3.56395,S6554,51,Pond Cairn,3.324520475,0.60872226
Great Britain,51.704,-4.0393,S6555,139,Pontardulais,2.820335895,0.77095165
Great Britain,50.7486,-1.91919,S6556,0,Poole Barrow,3.329154214,1.145041949
Great Britain,50.8547,-1.0793,S6557,125,Portsdown,3.599358506,1.094685667
Great Britain,51.3305,-2.00575,S6558,67,Potterne,3.904444802,0.719333961
Great Britain,50.6874,-2.66117,S6559,0,Puncknowle,3.291306601,0.929539976
Great Britain,51.468,-0.214606,S6560,0,Putney,4.488205617,0.702895979
Great Britain,50.8909,-0.175608,S6561,0,Pyecombe,3.99086536,1.274116028
Great Britain,52.2177,-0.521415,S6562,0,Radwell,5.069140181,0.014145218
Great Britain,54.0503,-0.698483,S6563,0,Raisthorpe Manor,4.174502264,0.350789292
Great Britain,51.5751,-1.5454,S6564,84,Rams Hill,4.194291462,0.527369939
Great Britain,53.2782,-1.58453,S6565,20,Ramsley Moor,4.051450272,0.743065381
Great Britain,52.3442,-0.568579,S6566,0,Raunds,5.17382141,0.124857879
Great Britain,52.1314,-0.75368,S6567,0,Ravenstone,4.914993463,0.008639345
Great Britain,50.8603,-0.173957,S6569,0,Red Hill,3.964862939,1.304420162
Great Britain,53.227,-0.554292,S6570,0,Redlands Farm,4.822653887,0.503954207
Great Britain,56.7399,-2.824,S6571,0,Reswallie Mains,1.199698963,0.595355935
Great Britain,57.0162,-6.27894,S6572,230,Rhum,0.603648718,1.558337969
Great Britain,53.2054,-3.20688,S6573,120,Rhydymwyn,3.133348789,0.783900328
Great Britain,53.8108,-2.53463,S6574,43,Ribchester,3.00775284,0.693705198
Great Britain,51.7204,-0.0265771,S6575,0,Rimbury,4.79673661,0.536465367
Great Britain,52.2849,0.630443,S6576,39,Risby,4.889518315,0.432473112
Great Britain,50.7152,-3.53422,S6577,147,River Exe,3.550103813,1.252046305
Great Britain,54.0838,-4.61451,S6578,0,Roaldsway,1.933643125,1.766892003
Great Britain,51.7459,0.720722,S6579,6,Rook Hall,4.89950052,0.904502988
Great Britain,57.4654,-7.21729,S6580,449,Rosinish,1.643882057,2.333939685
Great Britain,55.1793,-3.46212,S6581,185,Ross Mains,1.383460119,0.263778174
Great Britain,50.9744,-2.07122,S6582,188,Rotherley,3.546014443,0.875288185
Great Britain,51.705,-1.6859,S6583,197,Roughground Farm,4.304065873,0.561795879
Great Britain,50.5913,-4.62531,S6584,54,Rough Tor South,3.14320014,1.982949372
Great Britain,52.2631,-1.5765,S6585,100,Roxton,4.812121518,0.494099575
Great Britain,55.9593,-2.61512,S6586,0,Ruchlaw Mains,1.533136676,0.359116008
Great Britain,55.8467,-3.24428,S6587,164,Rullion Green,1.067824712,0.189328365
Great Britain,52.3471,-1.45531,S6588,47,Ryton,4.822128425,0.471113627
Great Britain,50.4485,-4.03272,S6589,0,Saddlesborough,3.537376167,1.775431336
Great Britain,51.3225,-3.01185,S6590,93,Sandcliff,3.903220653,0.454509691
Great Britain,52.5219,-1.96609,S6591,83,Sandwell Park,4.370256621,0.830200919
Great Britain,52.6349,-3.15712,S6592,105,Sarn-y-Bryn-Calod,3.344029443,0.288375896
Great Britain,54.2601,-0.564456,S6593,0,Sawdon Moor,4.16086466,0.58245732
Great Britain,56.4228,-3.40734,S6594,0,Scone Wood,0.628376574,0.028025154
Great Britain,54.2633,-0.46452,S6595,0,Seamer Moor Barrow,4.242328236,0.620658322
Great Britain,51.0809,-2.97659,S6596,74,Sedgemoor,3.73482947,0.619712436
Great Britain,51.1585,-2.82662,S6597,81,Shapwicjheath,3.782520772,0.485886396
Great Britain,52.2537,-1.47257,S6598,61,Sharmer Farm,4.876143957,0.410010155
Great Britain,54.184,-0.393,S6599,0,Sharpe Howes,4.345685533,0.587239413
Great Britain,52.6905,-2.728,S6600,55,Sharpstones Hill,3.76144825,0.620394107
Great Britain,50.4529,-4.03855,S6601,0,Shaugh Moor,3.54417194,1.773982438
Great Britain,50.7853,-2.51074,S6602,27,Shearplace Hill,3.370497101,0.845924667
Great Britain,52.9701,-1.0201,S6603,6,Shelford,4.675804063,0.752750586
Great Britain,50.3428,-4.0029,S6604,0,Shelter Cave,3.431765956,1.847101011
Great Britain,58.2244,-6.19009,S6605,86,Sheshader,0.805467613,2.145088229
Great Britain,57.5083,-5.64643,S6606,292,Shieldaig,0.220493939,1.249997301
Great Britain,51.0416,0.303982,S6607,105,Shinewater Park,4.366971107,1.288508508
Great Britain,51.5393,0.784828,S6608,8,Shoebury,4.797953043,1.110055558
Great Britain,53.2273,-0.366999,S6609,0,Short Ferry,4.958525594,0.594356864
Great Britain,51.2018,-1.87402,S6610,119,Shrewton,3.784530731,0.893827919
Great Britain,51.4929,-0.447021,S6611,0,Sipson Lane,4.418498097,0.643504794
Great Britain,55.8043,-6.38919,S6612,278,Sithean,1.07759293,0.712141906
Great Britain,55.97,-2.43583,S6613,0,Skateraw,1.694376833,0.338696443
Great Britain,52.5142,-1.01111,S6614,1,Smeeton,4.995901689,0.462673903
Great Britain,51.2662,-1.69036,S6616,90,Snail Down,3.868022486,0.858543779
Great Britain,55.0157,-3.02446,S6617,213,Solway Moss,1.830569106,0.602997335
Great Britain,51.1463,-2.90076,S6618,65,Somerset Levels,3.783762278,0.52611137
Great Britain,56.6862,-6.4555,S6619,95,Sorisdale,0.730869743,1.537748235
Great Britain,52.5288,0.412022,S6620,0,Southery Fen,5.08209532,0.107652414
Great Britain,53.4375,-2.5736,S6621,338,Southworth Hall Farm,3.273842566,1.05127828
Great Britain,50.9262,-0.507245,S6622,0,Sparrite Farm,3.873740714,1.139342182
Great Britain,54.9949,-3.86503,S6623,50,Spottes Burn,1.252953141,0.587190251
Great Britain,51.7452,0.512027,S6624,38,Springfield Lyons,5.073969148,0.782207239
Great Britain,53.7944,-0.170425,S6625,0,Sproatley,4.750843317,0.563896809
Great Britain,52.0564,1.11163,S6626,1,Sproughton,4.450875708,0.940079434
Great Britain,52.8404,-0.712691,S6627,0,Sproxton,4.993119169,0.637428395
Great Britain,53.9541,-1.07947,S6628,0,St George's Field,3.94241738,0.026786587
Great Britain,51.6171,-4.91818,S6629,4,Stackpole,2.173076201,1.589557826
Great Britain,55.4504,-2.07748,S6630,0,Standrop Rigg,2.245311145,0.258930734
Great Britain,50.5983,-4.637,S6631,66,Stannon Downs,3.130661772,1.985176723
Great Britain,51.9023,0.214004,S6632,75,Stanstead Brook,5.066767024,0.490029142
Great Britain,52.3282,-0.583773,S6633,0,Stanwick South,5.153878501,0.11056299
Great Britain,51.4698,-3.38804,S6634,92,St Donats,3.50213005,0.591303817
Great Britain,50.6979,-2.54943,S6635,0,Steepleton,3.287539798,0.926342335
Great Britain,50.9094,-2.20911,S6636,32,Stepleton,3.479160656,0.842009079
Great Britain,50.7164,-2.4179,S6637,13,Stinsford,3.294138066,0.933974093
Great Britain,57.8157,-8.56947,S6638,0,St Kilda,3.014911828,3.201968323
Great Britain,52.5215,0.135922,S6639,2,Stonea,5.35798012,0.067178715
Great Britain,51.1838,-1.83831,S6640,109,Stonehenge Cursus,3.769736376,0.933813001
Great Britain,54.1743,-2.79211,S6641,343,Storrs Moss,2.565208695,0.620922328
Great Britain,57.5807,-2.10536,S6642,0,Strichen,2.151776776,1.649119419
Great Britain,51.7308,0.753124,S6643,0,Stumble,4.871668781,0.936329812
Great Britain,51.4498,0.310074,S6644,25,Swanscombe,4.716862849,0.939185714
Great Britain,52.8614,-1.4578,S6645,76,Swarkestone,4.435590908,0.940845308
Great Britain,50.8712,-0.14813,S6646,0,Sweetpatch Bottom,3.986916931,1.299195748
Great Britain,52.6637,-0.379219,S6647,0,Tallington,5.348140252,0.387350449
Great Britain,53.1838,-3.37541,S6648,54,Tandderwen,3.082570865,0.740835332
Great Britain,50.6676,-1.5245,S6649,0,Tennyson Down,3.304561138,1.336806262
Great Britain,51.503,-0.0979463,S6650,0,Thames,4.569970992,0.70086493
Great Britain,50.8913,-0.75294,S6651,0,The Trundle,3.746528643,1.088222037
Great Britain,55.5834,-2.06981,S6652,0,Thirlings,2.187820898,0.162863142
Great Britain,54.4513,-3.11058,S6653,531,Thorn Crag,2.146449541,0.876471919
Great Britain,53.6273,-0.918735,S6654,0,Thorne Moor,4.282456444,0.104355235
Great Britain,50.8624,-0.25347,S6655,0,Thundersbarrow Hill,3.928667044,1.288793758
Great Britain,54.1217,-0.423854,S6656,0,Thwing,4.354971995,0.518534049
Great Britain,50.8541,-0.185569,S6657,0,Toadhole,3.95383303,1.308233709
Great Britain,51.7366,0.811425,S6658,0,Tollesbury,4.813706336,0.969276284
Great Britain,51.1857,-2.79993,S6659,104,Tollgate House,3.804948382,0.451667883
Great Britain,51.4883,-2.33562,S6660,137,Tormarton,4.060685126,0.35416251
Great Britain,53.3078,-1.56623,S6662,51,Totley,4.044477348,0.709359441
Great Britain,54.9992,-3.55877,S6663,169,Townfoot Farm,1.439128058,0.449103917
Great Britain,55.8338,-5.06142,S6664,65,Townhead,0.460474996,0.831246077
Great Britain,55.8426,-6.44947,S6665,3,Traigh Bhan,1.121136237,0.725176486
Great Britain,53.2925,-4.61243,S6666,0,Trefignath,1.85455531,1.488858237
Great Britain,50.0635,-5.59151,S6667,0,Tregiffian,3.190517903,2.61030421
Great Britain,50.0291,-5.16433,S6668,0,Trelan,3.368398798,2.760366228
Great Britain,50.6358,-4.76499,S6669,208,Treligga Barrow,3.026198718,2.038663516
Great Britain,52.6556,-3.06896,S6670,129,Trelystan,3.42812901,0.366573285
Great Britain,50.4105,-5.09959,S6671,90,Trethellan Farm,3.049494271,2.430302953
Great Britain,51.1224,-3.9121,S6672,4,Trevisker,3.256622974,1.129810429
Great Britain,52.4209,-4.03104,S6673,186,Troedrhiwgwinau Farm,2.537058429,0.634117863
Great Britain,52.6069,1.3101,S6674,6,Trowse,4.180700579,0.939548342
Great Britain,57.7654,-7.214,S6675,0,Udal,1.658587165,2.628078968
Great Britain,53.9728,-0.193127,S6676,0,unassociated artefact,4.629467947,0.598775721
Great Britain,52.3392,0.0713477,S6677,4,Upper Delphs Terrace,5.399894699,0.045698537
Great Britain,58.2012,-3.87691,S6678,0,Upper Suisgill,0.566618704,1.47306879
Great Britain,50.7789,-3.54056,S6679,204,Upton Pyne,3.611495893,1.211549269
Great Britain,53.8084,-0.535884,S6680,0,Walkington,4.451607454,0.21894705
Great Britain,51.1498,-2.78214,S6681,111,Walton Heath,3.766672598,0.481447729
Great Britain,52.0584,-0.828649,S6682,0,Warren Farm,4.823558095,0.019084975
Great Britain,52.2237,-1.61202,S6683,101,Wasperton,4.821817933,0.500885809
Great Britain,50.3521,-4.85111,S6684,90,Watch Hill,3.219755682,2.311444504
Great Britain,52.3318,0.967966,S6685,54,Wattisfield,4.548769761,0.672414652
Great Britain,52.363,1.15076,S6686,22,Waveney,4.363498178,0.830420773
Great Britain,52.7427,0.74687,S6687,66,Weasenham,4.735858123,0.363246631
Great Britain,52.4266,-0.693884,S6688,0,Weekley,5.214875089,0.235881161
Great Britain,54.9948,-1.93748,S6690,0,Well House Farm,2.616560733,0.596790583
Great Britain,52.3415,-0.567198,S6691,0,West Cotton,5.171689722,0.122115288
Great Britain,51.4158,-1.8375,S6692,75,West Overton,4.000865567,0.849603907
Great Britain,51.64,-4.86,S6693,68,Freshwater West,2.199590193,1.527040604
Great Britain,54.0254,-0.564904,S6694,0,Wetwang Slack,4.296160825,0.362739515
Great Britain,53.2432,-1.23417,S6695,22,Whaley Rockshelter,4.334967239,0.577992505
Great Britain,55.1772,-3.62224,S6696,353,Whitestanes Moor,1.266450115,0.298579886
Great Britain,55.6131,-2.11114,S6698,0,Whitton Hill,2.137485088,0.113305455
Great Britain,52.3524,0.187972,S6700,21,Wilburton,5.321145957,0.113157732
Great Britain,54.1702,-0.42355,S6701,0,Willerby Wold,4.327954457,0.558800306
Great Britain,51.1719,-1.84464,S6702,113,WilsfordShaft,3.757304297,0.933821939
Great Britain,54.5556,-1.10772,S6703,0,Wilton Moor,3.545726509,0.449766055
Great Britain,50.799,-1.91202,S6704,0,Wimborne,3.379969855,1.1121549
Great Britain,51.1892,-1.84974,S6706,103,Winterbourne Stoke,3.774071978,0.92118235
Great Britain,53.248,-2.29077,S6707,115,Withington,3.596279447,1.152789873
Great Britain,52.8336,1.46545,S6708,11,Witton,4.015037508,1.082883845
Great Britain,51.1891,-1.7839,S6709,106,Woodhenge,3.780439854,0.976373297
Great Britain,50.6831,-1.21856,S6710,0,Wootton Creek,3.394144081,1.277974064
Great Britain,50.6829,-2.14156,S6711,14,Worgret,3.25292519,1.070993425
Great Britain,54.2749,-0.530147,S6712,0,Wykeham Forest,4.181149519,0.606902077
