Country,Latitude,Longitude,SiteID,Elevation,SiteName
Great Britain,54.1743,-2.79211,S6641,343,Storrs Moss
Great Britain,57.5807,-2.10536,S6642,0,Strichen
Great Britain,51.7308,0.753124,S6643,0,Stumble
Great Britain,51.4498,0.310074,S6644,25,Swanscombe
Great Britain,52.8614,-1.4578,S6645,76,Swarkestone
Great Britain,50.8712,-0.14813,S6646,0,Sweetpatch Bottom
Great Britain,52.6637,-0.379219,S6647,0,Tallington
Great Britain,53.1838,-3.37541,S6648,54,Tandderwen
Great Britain,50.6676,-1.5245,S6649,0,Tennyson Down
Great Britain,51.503,-0.0979463,S6650,0,Thames
Great Britain,50.8913,-0.75294,S6651,0,The Trundle
Great Britain,55.5834,-2.06981,S6652,0,Thirlings
Great Britain,54.4513,-3.11058,S6653,531,Thorn Crag
Great Britain,53.6273,-0.918735,S6654,0,Thorne Moor
Great Britain,50.8624,-0.25347,S6655,0,Thundersbarrow Hill
Great Britain,54.1217,-0.423854,S6656,0,Thwing
Great Britain,50.8541,-0.185569,S6657,0,Toadhole
Great Britain,51.7366,0.811425,S6658,0,Tollesbury
Great Britain,51.1857,-2.79993,S6659,104,Tollgate House
Great Britain,51.4883,-2.33562,S6660,137,Tormarton
Great Britain,53.3078,-1.56623,S6662,51,Totley
Great Britain,54.9992,-3.55877,S6663,169,Townfoot Farm
Great Britain,55.8338,-5.06142,S6664,65,Townhead
Great Britain,55.8426,-6.44947,S6665,3,Traigh Bhan
Great Britain,53.2925,-4.61243,S6666,0,Trefignath
Great Britain,50.0635,-5.59151,S6667,0,Tregiffian
Great Britain,50.0291,-5.16433,S6668,0,Trelan
Great Britain,50.6358,-4.76499,S6669,208,Treligga Barrow
Great Britain,52.6556,-3.06896,S6670,129,Trelystan
Great Britain,50.4105,-5.09959,S6671,90,Trethellan Farm
Great Britain,51.1224,-3.9121,S6672,4,Trevisker
Great Britain,52.4209,-4.03104,S6673,186,Troedrhiwgwinau Farm
Great Britain,52.6069,1.3101,S6674,6,Trowse
Great Britain,57.7654,-7.214,S6675,0,Udal
Great Britain,53.9728,-0.193127,S6676,0,unassociated artefact
Great Britain,52.3392,0.0713477,S6677,4,Upper Delphs Terrace
Great Britain,58.2012,-3.87691,S6678,0,Upper Suisgill
Great Britain,50.7789,-3.54056,S6679,204,Upton Pyne
Great Britain,53.8084,-0.535884,S6680,0,Walkington
Great Britain,51.1498,-2.78214,S6681,111,Walton Heath
Great Britain,52.0584,-0.828649,S6682,0,Warren Farm
Great Britain,52.2237,-1.61202,S6683,101,Wasperton
Great Britain,50.3521,-4.85111,S6684,90,Watch Hill
Great Britain,52.3318,0.967966,S6685,54,Wattisfield
Great Britain,52.363,1.15076,S6686,22,Waveney
Great Britain,52.7427,0.74687,S6687,66,Weasenham
Great Britain,52.4266,-0.693884,S6688,0,Weekley
Great Britain,54.9948,-1.93748,S6690,0,Well House Farm
Great Britain,52.3415,-0.567198,S6691,0,West Cotton
Great Britain,51.4158,-1.8375,S6692,75,West Overton
Great Britain,51.64,-4.86,S6693,68,Freshwater West
Great Britain,54.0254,-0.564904,S6694,0,Wetwang Slack
Great Britain,53.2432,-1.23417,S6695,22,Whaley Rockshelter
Great Britain,55.1772,-3.62224,S6696,353,Whitestanes Moor
Great Britain,55.6131,-2.11114,S6698,0,Whitton Hill
Great Britain,52.3524,0.187972,S6700,21,Wilburton
Great Britain,54.1702,-0.42355,S6701,0,Willerby Wold
Great Britain,51.1719,-1.84464,S6702,113,WilsfordShaft
Great Britain,54.5556,-1.10772,S6703,0,Wilton Moor
Great Britain,50.799,-1.91202,S6704,0,Wimborne
Great Britain,51.1892,-1.84974,S6706,103,Winterbourne Stoke
Great Britain,53.248,-2.29077,S6707,115,Withington
Great Britain,52.8336,1.46545,S6708,11,Witton
Great Britain,51.1891,-1.7839,S6709,106,Woodhenge
Great Britain,50.6831,-1.21856,S6710,0,Wootton Creek
Great Britain,50.6829,-2.14156,S6711,14,Worgret
Great Britain,54.2749,-0.530147,S6712,0,Wykeham Forest
Great Britain,51.7952,-1.30971,S6713,114,Yarnton
Great Britain,51.7979,-1.31256,S6714,96,Yarnton Worton
Great Britain,52.8655,-3.20485,S6715,106,Ysgwennant
Great Britain,52.4804,-3.60962,S6716,360,Ystrad
Ireland,52.2312,-7.22971,S6722,0,Adamstown
Ireland,52.5244,-8.85266,S6723,157,Adamswood
Ireland,52.8219,-7.49845,S6724,163,Addergoole
Ireland,53.8283,-8.82549,S6725,47,Aghamore
Ireland,52.9477,-7.35391,S6727,209,Aghmacart
Ireland,53.8223,-7.91133,S6728,115,Aghnahunshin
Ireland,54.1449,-8.31795,S6729,55,Aghoo
Ireland,52.2568,-7.1292,S6730,0,Ahanaglough
Ireland,51.5196,-9.6429,S6732,0,Altar
Ireland,54.1559,-6.22778,S6733,0,Annagh Beg
Ireland,54.1559,-6.22778,S6734,0,Annagh More
Ireland,53.2738,-9.05178,S6735,30,Annaghkeen
Ireland,54.2708,-7.07478,S6736,78,Annahagh
Ireland,53.4134,-8.00855,S6737,85,Ardagawna
Ireland,53.3604,-7.46547,S6739,45,Ardnaglew
Ireland,53.6045,-6.65563,S6740,0,Ardsallagh
Ireland,53.4924,-6.6809,S6741,0,Arodstown
Ireland,54.2519,-6.30987,S6742,0,Aughintober 
Ireland,52.7845,-9.08075,S6744,159,Ballaghfadda
Ireland,52.8548,-8.28545,S6745,192,Ballinagore
Ireland,51.8724,-8.547,S6746,0,Ballinaspig More
Ireland,52.4452,-8.57851,S6748,364,Ballingayrour
Ireland,53.2453,-8.84006,S6749,48,Ballinillaun
Ireland,54.2995,-6.29648,S6751,0,Ballintaggart
Ireland,53.6313,-6.79084,S6752,0,Ballinter
Ireland,51.9669,-8.38345,S6754,0,Ballinvinny South
Ireland,52.6445,-8.64632,S6756,133,Ballncurra
Ireland,54.474,-5.69105,S6757,0,Balloo
Ireland,53.5359,-6.19397,S6758,0,Ballough
Ireland,55.0392,-7.30437,S6759,141,Ballyarnet
Ireland,52.7799,-6.9404,S6760,0,Ballybannon
Ireland,52.7956,-6.9143,S6761,0,Ballybar
Ireland,53.4271,-7.46582,S6762,68,Ballybrennan
Ireland,54.7317,-6.82546,S6763,75,Ballybriest
Ireland,52.0665,-8.31647,S6764,0,Ballybrowney
Ireland,52.8742,-6.83096,S6765,0,Ballyburn 
Ireland,52.8196,-6.62906,S6767,0,Ballyconnell
Ireland,52.7845,-9.08075,S6768,159,Ballycorick
Ireland,52.924,-7.47479,S6769,362,Ballycuddahy
Ireland,52.6639,-8.62677,S6770,127,Ballycullen
Ireland,52.4064,-7.96639,S6771,60,Ballydrehid
Ireland,52.1676,-10.4022,S6773,138,Ballyferriter
Ireland,54.8977,-5.86435,S6774,111,Ballygalley
Ireland,52.4759,-6.62589,S6775,0,Ballygillistown
Ireland,54.6229,-6.23362,S6776,0,Ballygortgarve
Ireland,54.5005,-5.79055,S6777,0,Ballygowan
Ireland,54.9712,-7.18328,S6778,240,Ballygroll
Ireland,54.791,-5.7064,S6779,0,Ballykeel
Ireland,53.4908,-7.68038,S6780,103,Ballykilmore
Ireland,54.2805,-9.42961,S6781,51,Ballyknock
Ireland,52.1998,-8.3663,S6782,91,Ballylegan
Ireland,52.5636,-9.03415,S6783,86,Ballylin
Ireland,54.8475,-5.85064,S6784,0,Ballyloran
Ireland,52.6639,-8.62677,S6785,127,Ballymackeamore
Ireland,53.2068,-6.14879,S6786,0,Ballyman
Ireland,53.0593,-6.77324,S6787,0,Ballymount
Ireland,52.4813,-8.70124,S6788,77,Ballynabanoge
Ireland,54.4971,-8.18696,S6789,108,Ballynacarrick
Ireland,52.6014,-9.11003,S6790,210,Ballynacragga
Ireland,54.3693,-5.72444,S6791,0,Ballynacraig
Ireland,53.4045,-7.73173,S6792,126,Ballynagarbry
Ireland,55.1876,-6.18423,S6793,0,Ballynagard
Ireland,54.5421,-5.96306,S6794,0,Ballynahatty
Ireland,53.4469,-6.97102,S6795,0,Ballynakill
Ireland,53.8965,-6.95312,S6796,0,Ballynamona
Ireland,52.1609,-8.08678,S6797,0,Ballynoe West
Ireland,52.117,-8.268,S6798,0,Ballyoran Bog
Ireland,54.8508,-5.75544,S6800,84,Ballyprior Beg
Ireland,52.9792,-6.04225,S6801,0,Ballyremon
Ireland,51.507,-9.688,S6802,0,Ballyrisode
Ireland,55.1376,-6.94662,S6803,0,Ballyscullion
Ireland,52.5784,-8.67075,S6805,182,Ballyveelish
Ireland,51.94,-7.88295,S6806,0,Ballyvergan
Ireland,51.94,-7.88295,S6807,0,Ballyvergin
Ireland,52.5078,-9.07616,S6808,94,Ballyvoghan
Ireland,54.6472,-5.56039,S6810,0,Ballywilliam
Ireland,53.4954,-6.3929,S6811,0,Baltrasna
Ireland,51.8785,-8.6454,S6812,0,Barnagore
Ireland,51.9015,-8.46768,S6813,0,Barrees Valley
Ireland,52.8164,-6.8224,S6814,0,Baunogenasraid
Ireland,53.0499,-9.16238,S6815,43,Baur South
Ireland,54.7134,-6.21676,S6816,0,Bay Farm
Ireland,54.1314,-8.41686,S6818,42,Behy
Ireland,53.9723,-9.48625,S6819,87,Belderg Beg
Ireland,54.2974,-9.53334,S6820,0,Belderg More
Ireland,53.4292,-6.46981,S6821,0,Bennetstown
Ireland,52.9187,-7.36998,S6822,584,Blackhill
Ireland,52.9114,-7.51086,S6823,197,Boherard
Ireland,52.5978,-6.33683,S6825,0,Bolinready
Ireland,52.6726,-7.71088,S6826,138,Borris
Ireland,51.4915,-9.71993,S6827,0,Boulysallagh
Ireland,53.6313,-6.79084,S6828,0,Boyerstown
Ireland,54.295,-6.44578,S6829,0,Brackagh
Ireland,52.2972,-8.1683,S6830,18,Brackbaun
Ireland,54.3413,-5.74849,S6832,0,Briggs Rock
Ireland,53.3441,-6.26749,S6833,0,Broomfield
Ireland,54.2427,-9.65135,S6834,13,Bunalty
Ireland,55.0189,-7.32807,S6835,113,Buncranna Road
Ireland,52.9927,-6.89021,S6836,0,Burtown Little
Ireland,52.8154,-6.83824,S6837,0,Busherstown
Ireland,52.8154,-6.83824,S6838,0,Busherstown 
Ireland,52.9205,-7.56657,S6839,194,Bushfield
Ireland,52.3865,-7.93959,S6840,59,Caherabbey 
Ireland,53.1952,-8.81577,S6841,50,Caherweelder
Ireland,52.6369,-9.14754,S6842,233,Cahiracon
Ireland,52.8233,-9.00183,S6843,204,Cahircalla Beg
Ireland,52.8276,-9.00627,S6844,249,Cahircalla More
Ireland,54.6146,-7.15352,S6846,112,Caledon
Ireland,52.5456,-7.39634,S6847,72,Callan
Ireland,51.4848,-9.7322,S6848,0,Callaros Oughter
Ireland,53.9094,-8.46594,S6849,81,Callow
Ireland,54.2706,-8.47153,S6850,67,Caltragh
Ireland,52.841,-7.49872,S6851,174,Cannonswood
Ireland,51.7225,-9.69802,S6852,87,Canshanavoe
Ireland,52.9477,-7.35391,S6853,209,Cappaloughlin
Ireland,53.0625,-7.41407,S6854,407,Cappanrush
Ireland,53.2809,-8.53374,S6855,59,Caraun More
Ireland,53.2717,-6.20564,S6856,0,Carmanhall
Ireland,53.9723,-9.48625,S6857,87,Carn bog
Ireland,54.0312,-6.41118,S6858,0,Carn more
Ireland,54.2558,-9.80494,S6859,13,Carnhill
Ireland,53.2582,-6.17311,S6860,0,Carrickmines
Ireland,54.5969,-7.05062,S6861,304,Carrickmore
Ireland,53.1515,-6.50859,S6862,0,Carrig
Ireland,51.8979,-8.47109,S6863,0,Carrigacat 
Ireland,51.8792,-8.64926,S6864,0,Carrigane
Ireland,51.9016,-8.11998,S6865,0,Carrigatogher
Ireland,52.6639,-8.62677,S6866,127,Carrigdirty
Ireland,53.6343,-7.97228,S6867,80,Carrigeens
Ireland,51.5424,-9.1281,S6868,0,Carrigillihy
Ireland,51.8932,-8.56515,S6869,0,Carrigrohane
Ireland,54.6616,-7.58824,S6870,34,Carrowkilla
Ireland,53.7338,-9.17181,S6871,60,Carrowlisdooaun
Ireland,53.9921,-8.98899,S6872,73,Carrowneden
Ireland,53.3246,-8.70597,S6873,53,Carrowntober
Ireland,52.5168,-7.89117,S6874,100,Cashel
Ireland,52.0614,-9.52644,S6875,268,Cashelkeelty
Ireland,54.7134,-6.21676,S6876,0,Castle Cara
Ireland,54.5621,-6.04742,S6877,0,Castle Mahon
Ireland,52.4753,-8.36379,S6879,76,Chancellorsland
Ireland,53.4333,-6.35081,S6880,0,Cherryhound
Ireland,53.1547,-6.9725,S6881,0,Cherryville
Ireland,51.8979,-8.47109,S6882,0,Claidh Dubh
Ireland,53.2914,-6.68887,S6883,0,Clane
Ireland,52.8259,-8.9679,S6884,184,Clare abbey
Ireland,51.8979,-8.47109,S6885,0,Clashadunna
Ireland,51.6979,-8.4351,S6886,0,Clashroe
Ireland,52.4749,-8.1572,S6887,107,Cloghabreedy
Ireland,53.4011,-7.01611,S6888,0,Cloghaclocka
Ireland,54.4099,-7.17256,S6889,88,Clogher
Ireland,54.2978,-6.0966,S6891,0,Cloghskelt
Ireland,53.9906,-6.71736,S6892,0,Cloghvally
Ireland,53.0075,-7.37501,S6893,211,Clonadacasey
Ireland,53.2775,-6.23111,S6894,0,Clonard
Ireland,53.2201,-7.82895,S6895,87,Clonast bog
Ireland,53.0191,-7.34226,S6896,249,Clonboyne
Ireland,53.4891,-6.87076,S6897,0,Cloncowan
Ireland,53.5514,-7.40268,S6898,107,Clonikilvant
Ireland,52.5106,-8.15166,S6899,46,Clonmore
Ireland,52.9551,-7.44445,S6900,678,Clonrud
Ireland,53.3789,-6.68053,S6901,0,Clonsast
Ireland,53.5514,-7.40268,S6903,107,Clonva
Ireland,53.4934,-6.69157,S6904,0,Clonymeath
Ireland,53.6743,-7.97405,S6905,78,Cloonbony
Ireland,53.5862,-8.44166,S6906,99,Clooncullaun
Ireland,53.9474,-7.78344,S6907,36,Cloone
Ireland,53.666,-9.07655,S6908,44,Clooneen
Ireland,53.7631,-8.13153,S6909,108,Cloonfinlough
Ireland,53.9723,-9.48625,S6910,87,Cloongalloon
Ireland,53.9525,-8.1533,S6911,176,Cloongownagh
Ireland,52.7238,-8.5506,S6912,133,Cloonlara
Ireland,54.0871,-9.17671,S6913,289,Cloonturk
Ireland,53.5614,-6.55926,S6914,0,Clowanstown
Ireland,51.9007,-10.3715,S6915,293,Coarha More
Ireland,54.2558,-5.62723,S6917,74,Coney Island
Ireland,53.6313,-6.79084,S6918,0,Cooksland
Ireland,53.6313,-6.79084,S6919,0,Cookstown
Ireland,53.6313,-6.79084,S6920,0,Cookstown 
Ireland,52.4749,-8.1572,S6921,107,Coolahollaga
Ireland,53.2128,-8.46166,S6922,88,Cooleeny
Ireland,52.8816,-7.54796,S6923,170,Coolfin
Ireland,53.2738,-9.05178,S6925,30,Cooltymurraghy
Ireland,51.5329,-9.53505,S6926,0,Cooradarrigan
Ireland,55.0414,-6.30091,S6937,0,Corkey
Ireland,54.4514,-7.52563,S6938,23,Corlea
Ireland,53.9735,-8.00328,S6939,169,Corlona
Ireland,52.2568,-7.1292,S6940,0,Corradoon
Ireland,53.7101,-7.42548,S6941,27,Corralanna
Ireland,52.9221,-7.52742,S6943,205,Corraun
Ireland,52.1081,-8.27263,S6944,0,Corrin
Ireland,54.9154,-6.3956,S6946,0,Craigs
Ireland,53.628,-8.18863,S6947,85,Creggan
Ireland,52.5349,-8.86969,S6948,164,Croagh
Ireland,54.2222,-9.22159,S6949,54,Croghaun
Ireland,54.1494,-7.18043,S6950,239,Crossreagh
Ireland,51.6856,-9.9337,S6951,105,Crumpane
Ireland,52.8995,-7.5097,S6952,180,Cuffsborough
Ireland,53.8848,-9.50033,S6953,91,Cuilmore
Ireland,54.255,-8.59725,S6954,41,Culleenamore
Ireland,54.2118,-8.99169,S6955,58,Culleens
Ireland,54.2025,-6.56769,S6956,0,Cullyhanna Lough
Ireland,54.2025,-6.56769,S6957,0,Curragh
Ireland,52.3183,-7.98752,S6958,0,Curraghatoor
Ireland,53.2201,-7.82895,S6959,87,Curraghnore
Ireland,52.0518,-8.30679,S6960,0,Curraghprevin 
Ireland,52.5784,-8.67075,S6961,182,Curraghtarsna
Ireland,51.94,-7.88295,S6962,0,Curraheen
Ireland,52.5994,-8.27878,S6963,74,Cush
Ireland,53.462,-6.5223,S6964,0,Darcystown
Ireland,54.7134,-6.21676,S6965,0,Demesne
Ireland,52.9477,-7.35391,S6966,209,Derrinsallagh
Ireland,54.2371,-6.32677,S6967,0,Derrycraw
Ireland,53.547,-9.34664,S6968,60,Derryfadda
Ireland,54.4265,-6.70344,S6969,26,Derryoghil
Ireland,52.9258,-7.60775,S6970,173,Derryvorrigan
Ireland,53.1667,-6.46667,S6971,0,Dillonstown
Ireland,53.3691,-7.05288,S6972,55,Dogstown
Ireland,52.5065,-8.76171,S6973,115,Dollas 
Ireland,52.0614,-9.52644,S6974,268,Domalught
Ireland,53.8683,-6.44711,S6976,0,Donaghmore
Ireland,54.735,-6.136,S6977,0,Donegore
Ireland,53.2902,-8.9881,S6978,45,Doughiska
Ireland,52.0614,-9.52644,S6980,268,Dromatouk
Ireland,51.5885,-9.67785,S6981,0,Dromnea
Ireland,52.2881,-9.67321,S6982,127,Dromthacker
Ireland,53.5077,-6.57727,S6984,0,Drumree 
Ireland,54.5207,-7.7211,S6985,56,Drumwhinny
Ireland,55.1655,-7.19602,S6986,194,Drung
Ireland,53.1152,-6.77536,S6987,0,Dún Ailinne
Ireland,53.9289,-8.00418,S6988,134,Dun of Drumsna
Ireland,53.42,-6.475,S6989,0,Dunboyne
Ireland,54.2583,-5.8423,S6990,0,Dundrum
Ireland,54.2222,-5.88117,S6991,0,Dundrum Sandhills
Ireland,54.5969,-7.05062,S6992,304,Dungate
Ireland,55.0114,-6.41174,S6994,0,Dunloy
Ireland,52.405,-8.35333,S6995,152,Duntryleague
Ireland,54.1624,-6.11269,S6996,0,Edenagarry
Ireland,53.813,-7.89499,S6997,107,Edercloon
Ireland,55.0268,-7.17831,S6999,538,Eglinton
Ireland,53.7452,-6.79874,S7000,0,Emlagh Bog
Ireland,54.9945,-7.32,S7001,102,Enagh
Ireland,53.4667,-7.25924,S7002,50,Enniscoffey
Ireland,52.7845,-9.08075,S7004,159,Fahee 
Ireland,54.9078,-6.54069,S7005,0,Fallahogy
Ireland,53.4474,-10.134,S7006,24,False Bay
Ireland,54.0609,-6.37637,S7007,0,Faughart
Ireland,52.1398,-8.26653,S7008,29,Fermoy
Ireland,53.5955,-6.32543,S7009,0,Fourknocks
Ireland,53.1532,-6.89372,S7010,0,French Furze 
Ireland,53.4358,-8.47832,S7011,86,Gallagh
Ireland,51.8717,-8.51966,S7012,0,Garrayndarragh
Ireland,52.6604,-7.22578,S7013,30,Garrincreen
Ireland,54.3132,-9.59,S7014,0,Geevraun
Ireland,53.2481,-6.36098,S7015,0,Glassamucky
Ireland,53.462,-6.5223,S7016,0,Glebe
Ireland,53.9723,-9.48625,S7017,87,Glencullin
Ireland,53.8636,-7.25154,S7018,0,Glencurran Cave
Ireland,54.3052,-9.458,S7020,64,Glenurla
Ireland,53.4147,-7.52854,S7021,75,Gneevebeg
Ireland,53.6336,-6.2564,S7022,0,Gormanstown
Ireland,53.8115,-9.50653,S7023,83,Gortaroe
Ireland,54.2689,-10.0093,S7024,20,Gortbrack 
Ireland,54.1733,-7.69633,S7026,171,Gortlaunaght
Ireland,54.2386,-9.8534,S7028,70,Gortmelia
Ireland,53.2738,-9.05178,S7029,30,Gortnahoon
Ireland,52.167,-8.26649,S7030,53,Gortore 1
Ireland,52.2568,-7.1292,S7032,0,Grace Dieu
Ireland,54.2682,-9.86083,S7033,0,Graghil 
Ireland,52.1965,-7.42374,S7034,10,Graigueshoneen
Ireland,53.7281,-8.23414,S7035,121,Grange
Ireland,54.3717,-6.68911,S7036,11,Grangemore
Ireland,52.2881,-7.15311,S7037,0,Granny
Ireland,55.0247,-7.28042,S7038,226,Gransha 
Ireland,52.1854,-8.9294,S7039,140,Greenfield
Ireland,54.5353,-5.56003,S7040,0,Greyabbey Bay
Ireland,53.3572,-7.49489,S7041,50,Hallsfarm
Ireland,53.2246,-6.71738,S7042,0,Halverstown
Ireland,53.215,-6.66518,S7043,0,Hanlonstown
Ireland,53.495,-6.41621,S7044,0,Harlockstown
Ireland,52.3536,-6.64687,S7045,0,Harristown Big
Ireland,54.345,-6.759,S7046,3,Haughey's Fort
Ireland,53.1723,-6.52094,S7047,0,Haylands
Ireland,53.9624,-6.41771,S7048,0,Haynestown 
Ireland,53.6291,-6.98775,S7049,0,Heathstown
Ireland,52.6993,-8.51537,S7050,148,Hermitage
Ireland,52.3262,-10.02,S7051,273,Illauntannig
Ireland,54.4008,-7.41843,S7052,12,Imeroo
Ireland,52.5906,-9.08452,S7053,207,Inchagreenoge
Ireland,52.7243,-7.63024,S7054,92,Inchirourke
Ireland,54.2435,-9.86929,S7055,63,Inver
Ireland,52.0131,-8.50413,S7056,0,Island
Ireland,54.8167,-5.7,S7057,1,Island Magee
Ireland,54.6146,-7.15352,S7058,112,Island McHugh
Ireland,52.7491,-7.55649,S7059,157,Johnstown
Ireland,53.5208,-7.63226,S7060,106,Keenoge
Ireland,52.3137,-6.45807,S7061,0,Kerloge
Ireland,51.9035,-8.44314,S7062,0,Kilbrien
Ireland,52.0575,-8.20864,S7063,0,Kilcor South
Ireland,52.9225,-7.55654,S7064,195,Kilcotton
Ireland,55.1314,-6.32594,S7065,0,Kilcroagh
Ireland,52.5137,-8.80605,S7066,149,Kilfinny
Ireland,53.2604,-6.21981,S7067,0,Kilgobbin
Ireland,52.1002,-7.74065,S7068,0,Kilgreany
Ireland,51.9766,-8.37712,S7069,0,Killalough
Ireland,52.286,-7.10041,S7070,0,Killaspy
Ireland,53.5514,-7.40268,S7071,107,Killavally
Ireland,52.0536,-7.9446,S7072,0,Killeenagh Mountain
Ireland,51.9256,-8.51372,S7073,0,Killeens
Ireland,53.6313,-6.79084,S7074,0,Killegland
Ireland,52.3901,-7.90828,S7075,48,Killemly
Ireland,53.2774,-8.55923,S7076,50,Killescragh
Ireland,52.7473,-7.69211,S7078,79,Killoran
Ireland,52.5927,-8.33595,S7079,88,Killuragh cave
Ireland,51.9584,-8.39633,S7080,0,Killydonoghoe
Ireland,54.647,-6.745,S7082,85,Killymoon
Ireland,54.7134,-6.21676,S7083,0,Kilmahamogue
Ireland,53.3269,-6.43154,S7084,0,Kilmahuddrick
Ireland,53.4108,-6.89482,S7086,0,Kilmorebrannagh
Ireland,51.8949,-9.5805,S7088,11,Kilmurry
Ireland,53.5514,-7.40268,S7089,107,Kilotan
Ireland,52.9585,-7.2062,S7090,198,Kilshane
Ireland,52.3629,-7.57758,S7091,35,Kilsheelan
Ireland,52.528,-8.83811,S7092,189,Kiltenan
Ireland,54.5105,-7.66728,S7093,11,Kiltierney
Ireland,53.8802,-8.36964,S7094,93,Kinard
Ireland,54.3508,-6.7098,S7095,2,King's Stables
Ireland,54.744,-7.512,S7096,11,Kinkit
Ireland,53.4566,-7.10496,S7097,0,Kinnegad
Ireland,53.335,-6.431,S7098,0,Kishoge
Ireland,53.518,-8.85563,S7100,67,Knockacarrigeen Hill
Ireland,53.4029,-7.75623,S7101,118,Knockdomny
Ireland,52.4222,-7.92478,S7102,3,Knockgraffon
Ireland,52.8901,-6.64667,S7103,0,Knocklishen Beg
Ireland,53.5092,-6.58948,S7104,0,Knockmark
Ireland,52.7673,-8.82259,S7105,106,Knocknalappa
Ireland,54.2706,-8.47153,S7106,67,Knockrea North
Ireland,52.453,-8.57256,S7108,237,Knockuregare
Ireland,52.1602,-8.33492,S7109,64,Labbacallee
Ireland,53.265,-6.15956,S7110,0,Laughanstown
Ireland,52.6025,-9.11467,S7111,151,Leahys
Ireland,52.8956,-7.48761,S7112,195,Leap
Ireland,53.5052,-6.5632,S7114,0,Leshamstown
Ireland,55.0561,-6.93326,S7117,0,Limavady Bypass
Ireland,55.1696,-6.4516,S7118,0,Liscolman
Ireland,52.6762,-9.11861,S7119,237,Liscormick
Ireland,53.6477,-6.29844,S7120,0,Lisdornan
Ireland,52.1358,-7.93768,S7121,0,Lismore
Ireland,53.5898,-6.59748,S7122,0,Lismullin
Ireland,52.0771,-8.29978,S7123,0,Lisnagar Demesne
Ireland,54.7841,-7.61968,S7124,66,Lisnamulligan
Ireland,51.94,-7.88295,S7125,0,Lisnasallagh
Ireland,53.6689,-7.58419,S7126,74,Lissanure
Ireland,52.2057,-8.54686,S7127,192,Lissard
Ireland,52.3799,-7.95895,S7128,1,Lissava
Ireland,53.9882,-6.44011,S7129,0,Littlemill
Ireland,54.4969,-6.8099,S7130,70,Lough Eskragh
Ireland,52.4907,-7.89775,S7131,91,Loughfeedora
Ireland,53.1537,-6.93295,S7132,0,Loughlion
Ireland,53.96,-8.80527,S7133,59,Lowpark
Ireland,52.2949,-7.05744,S7134,0,Luffany
Ireland,53.272,-6.9397,S7135,0,Lullymore Bog
Ireland,54.4648,-6.33602,S7136,0,Lurgan
Ireland,53.3148,-8.24392,S7137,75,Mackney
Ireland,54.2645,-8.48125,S7138,52,Magheraboy
Ireland,55.19,-6.65498,S7139,0,Magheramenagh
Ireland,51.8745,-8.59204,S7140,0,Maglin
Ireland,52.6639,-8.82344,S7141,97,Maigue
Ireland,52.799,-8.93811,S7142,213,Manusmore
Ireland,52.4467,-7.90378,S7143,70,Marlhill
Ireland,53.5264,-7.33604,S7144,74,Marlinstown
Ireland,53.4126,-6.87468,S7145,0,Martinstown
Ireland,51.7713,-9.38566,S7146,118,Maughanasilly
Ireland,51.8977,-8.81456,S7147,0,Meadowlands
Ireland,53.3685,-7.49946,S7148,53,Mears Park Farm
Ireland,52.0117,-8.33389,S7149,0,Meenane
Ireland,53.3106,-6.24804,S7150,0,Milltown
Ireland,51.8629,-9.18484,S7151,55,Milmorane
Ireland,51.9994,-8.34871,S7152,0,Mitchellsfort
Ireland,52.2654,-8.27094,S7153,26,Mitchelstown
Ireland,53.9892,-6.71337,S7154,0,Monanny
Ireland,53.5332,-8.11471,S7155,95,Moneen
Ireland,52.7925,-8.87475,S7156,128,Mooghaun
Ireland,52.9755,-6.8157,S7157,0,Moone
Ireland,53.569,-6.57791,S7158,0,Mound of the hostages
Ireland,51.5641,-9.5338,S7159,0,Mount Gabriel
Ireland,52.2821,-9.72224,S7161,89,Mounthawk
Ireland,52.8008,-6.86009,S7162,0,Moyle Big
Ireland,53.2629,-8.83769,S7164,49,Moyveela
Ireland,53.4772,-6.38926,S7165,0,Muckerstown
Ireland,53.2505,-7.55018,S7166,128,Mucklagh
Ireland,51.94,-7.88295,S7167,0,Muckridge
Ireland,54.2461,-9.79939,S7168,30,Muingerroon
Ireland,54.2058,-9.87727,S7169,128,Muings
Ireland,52.2857,-7.13196,S7170,0,Mullinabro
Ireland,53.2653,-6.21133,S7171,0,Murphystown
Ireland,54.3495,-6.70016,S7172,4,Navan Fort
Ireland,53.193,-6.09394,S7175,0,Newcourt
Ireland,53.5042,-7.23078,S7176,18,Newdown
Ireland,52.2705,-7.13264,S7177,0,Newrath 37
Ireland,54.7167,-7.4,S7178,46,Newtonstewart
Ireland,52.8778,-8.29281,S7179,149,Newtown
Ireland,54.0185,-6.45329,S7180,0,Newtownbalregan
Ireland,55.0402,-7.31624,S7182,124,Oakgrove
Ireland,52.8591,-7.48479,S7183,162,Oldglass
Ireland,53.2283,-6.67329,S7184,0,Oldtown
Ireland,53.5328,-10.1644,S7185,28,Omey Island
Ireland,52.9098,-7.53704,S7187,206,Palmershill
Ireland,52.8135,-7.49635,S7188,144,Parknahown 
Ireland,52.2238,-8.69455,S7189,223,Pepperhill
Ireland,51.9693,-7.80922,S7190,0,Piltdown Kinsale Beg
Ireland,53.2215,-6.69196,S7191,0,Ploopluck
